url,title,description,author,published_date,category,content_length,views,comments,scraped_at
https://vnexpress.net/oppo-a6-pro-smartphone-sieu-ben-pin-7-000-mah-4949982.html,"Oppo A6 Pro - smartphone siêu bền, pin 7.000 mAh","Oppo A6 Pro có độ bền chuẩn quân đôi Mỹ MIL-STD 810H với khả năng chống va đập, chống nước tốt, đồng thời nâng cấp mạnh về pin.",VnExpress,"Thứ bảy, 11/10/2025, 10:00 (GMT+7)",Thiết bị,4657,N/A,N/A,2025-10-13 07:55:50
https://vnexpress.net/buu-dien-tro-thanh-cua-hang-bach-hoa-4949967.html,Bưu điện trở thành cửa hàng bách hóa,"Nhiều điểm bưu điện trở thành cửa hàng bách hóa, cung cấp dịch vụ tài chính, hành chính công, bên cạnh mảng bưu chính chuyển phát.",VnExpress,"Thứ bảy, 11/10/2025, 09:00 (GMT+7)",Bộ Khoa học và Công nghệ,2954,N/A,N/A,2025-10-13 07:55:51
https://vnexpress.net/phuong-o-ha-noi-muon-tro-thanh-do-thi-thong-minh-4949788.html,Phường ở Hà Nội muốn trở thành đô thị thông minh,"Lãnh đạo phường Xuân Đỉnh đặt mục tiêu trở thành đô thị thông minh, khuyến khích người dân ứng dụng công nghệ trong sinh hoạt hàng ngày.",VnExpress,"Thứ bảy, 11/10/2025, 07:55 (GMT+7)",Chuyển đổi số,5552,N/A,N/A,2025-10-13 07:55:52
https://vnexpress.net/viettel-to-chuc-hoi-thao-tri-tue-nhan-tao-tai-ha-noi-va-tp-hcm-4949764.html,Viettel tổ chức hội thảo trí tuệ nhân tạo tại Hà Nội và TP HCM,"Viettel AI Race 2025 khởi động chuỗi hội thảo tại Hà Nội và TP HCM, chia sẻ tri thức và ứng dụng thực tiễn của AI trong đời sống.",VnExpress,"Thứ bảy, 11/10/2025, 08:00 (GMT+7)",Chuyển đổi số,2613,N/A,N/A,2025-10-13 07:55:54
https://vnexpress.net/ve-tinh-starlink-roi-xuong-trai-dat-ngay-cang-thuong-xuyen-4949912.html,Vệ tinh Starlink rơi xuống Trái Đất ngày càng thường xuyên,"Vệ tinh Starlink của SpaceX đang rơi khỏi quỹ đạo nhanh hơn trước, dấy lên câu hỏi về vấn đề an toàn và rác vũ trụ.",VnExpress,"Thứ sáu, 10/10/2025, 20:45 (GMT+7)",Vũ trụ,2692,N/A,N/A,2025-10-13 07:55:55
https://vnexpress.net/sora-2-dat-mot-trieu-luot-tai-nhanh-hon-chatgpt-4949687.html,Sora 2 đạt một triệu lượt tải nhanh hơn ChatGPT,"Công cụ tạo video Sora 2 của OpenAI, ra mắt ngày 30/9, vượt mốc một triệu lượt tải sau chưa đầy 5 ngày.",VnExpress,"Thứ sáu, 10/10/2025, 15:27 (GMT+7)",AI,2134,N/A,N/A,2025-10-13 07:55:57
https://vnexpress.net/ai-dang-thay-doi-van-hoa-doanh-nghiep-4949918.html,AI đang thay đổi văn hóa doanh nghiệp,"Nhiều lãnh đạo doanh nghiệp thừa nhận trí tuệ nhân tạo (AI) không chỉ buộc tổ chức của họ phải đổi mới công nghệ, mà còn tái định hình văn hóa trong một không gian giữa người và máy.",VnExpress,"Thứ sáu, 10/10/2025, 19:19 (GMT+7)",AI,3551,N/A,N/A,2025-10-13 07:55:58
https://vnexpress.net/iphone-se-khong-con-man-hinh-tai-tho-4949033.html,iPhone sẽ không còn màn hình tai thỏ,"Mẫu iPhone 17e giá rẻ được cho là sẽ trang bị chip như trên iPhone 17 cùng màn hình Dynamic Island, đánh dấu sự kết thúc của thiết kế tai thỏ.",VnExpress,"Thứ sáu, 10/10/2025, 14:00 (GMT+7)",Thiết bị,1227,N/A,N/A,2025-10-13 07:55:59
https://vnexpress.net/cuu-ceo-google-ai-co-the-bi-hack-va-hoc-cach-giet-nguoi-4949551.html,Cựu CEO Google: 'AI có thể bị hack và học cách giết người',"Eric Schmidt, cựu CEO Google, cảnh báo mọi AI đều có nguy cơ trở thành cỗ máy giết người nếu bị kẻ xấu tấn công và ""loại bỏ rào chắn"".",VnExpress,"Thứ sáu, 10/10/2025, 12:00 (GMT+7)",AI,2951,N/A,N/A,2025-10-13 07:56:01
https://vnexpress.net/tai-sao-bao-lu-ngay-cang-nghiem-trong-4948956.html,Tại sao bão lũ ngày càng nghiêm trọng?,"Những trận bão lũ từng được coi là ""trăm năm có một"" nay xuất hiện với tần suất dày đặc, biến điều hiếm thấy thành ""bình thường mới"" do tác động của biến đổi khí hậu.",VnExpress,"Thứ sáu, 10/10/2025, 11:20 (GMT+7)",Cửa sổ tri thức,4193,N/A,N/A,2025-10-13 07:56:02
https://vnexpress.net/trang-trai-dien-gio-chong-bao-ven-bien-trung-quoc-4949389.html,Trang trại điện gió chống bão ven biển Trung Quốc,Các công ty Trung Quốc đang nỗ lực phát triển thế hệ trang trại điện gió mới có thể chống chọi và khai thác sức mạnh của những cơn bão nhiệt đới mạnh nhất.,VnExpress,"Thứ sáu, 10/10/2025, 08:51 (GMT+7)",N/A,4166,N/A,N/A,2025-10-13 07:56:03
https://vnexpress.net/intel-ra-chip-panther-lake-san-xuat-tai-my-4949493.html,Intel ra chip Panther Lake sản xuất tại Mỹ,"Chip xử lý Panther Lake mới được sản xuất trên tiến trình 18A tại nhà máy của Intel tại Arizona, dự kiến xuất xưởng cuối 2025, bán ra đầu 2026.",VnExpress,"Thứ sáu, 10/10/2025, 07:56 (GMT+7)",Chuyển đổi số,1766,N/A,N/A,2025-10-13 07:56:05
https://vnexpress.net/nen-mua-iphone-17-pro-max-hay-xiaomi-17-pro-max-4948934.html,Nên mua iPhone 17 Pro Max hay Xiaomi 17 Pro Max?,Tôi đang chờ iPhone 17 Pro Max bình ổn giá nhưng thấy Xiaomi ra 17 Pro Max cũng rất thú vị (Lê Kỵ).,VnExpress,"Thứ sáu, 10/10/2025, 07:00 (GMT+7)",Cửa sổ tri thức,666,N/A,N/A,2025-10-13 07:56:06
https://vnexpress.net/goi-chatgpt-re-nhat-duoc-trien-khai-tai-viet-nam-4949488.html,Gói ChatGPT rẻ nhất được triển khai tại Việt Nam,"ChatGPT Go, gói thuê bao AI giá 4 USD hay 132.000 đồng mỗi tháng được OpenAI triển khai tại Việt Nam.",VnExpress,"Thứ sáu, 10/10/2025, 00:01 (GMT+7)",AI,1596,N/A,N/A,2025-10-13 07:56:07
https://vnexpress.net/ly-do-bau-troi-chuyen-mau-do-khi-hoang-hon-4948933.html,Lý do bầu trời chuyển màu đỏ khi hoàng hôn,"Theo hiện tượng tán xạ Rayleigh, khi Mặt Trời mọc gần chân trời lúc hoàng hôn, màu sắc có bước sóng ngắn hơn, tán xạ nhiều hơn, cho phép màu vàng, cam, đỏ có bước sóng dài hơn truyền qua.",VnExpress,"Thứ sáu, 10/10/2025, 00:00 (GMT+7)",Cửa sổ tri thức,38,N/A,N/A,2025-10-13 07:56:09
https://vnexpress.net/6-may-loc-khong-khi-co-man-loc-an-tuong-4949487.html,6 máy lọc không khí có màn lọc ấn tượng,"Số bình chọn thứ sáu của Sản phẩm tôi yêu 2025 là cuộc đua của 6 mẫu máy lọc không khí, giá từ 1,8 triệu đến 18 triệu đồng.",VnExpress,"Thứ sáu, 10/10/2025, 13:01 (GMT+7)",Tech Awards 2025,3454,N/A,N/A,2025-10-13 07:56:10
https://vnexpress.net/hyphen-deux-cong-bo-san-xuat-chip-vi-dieu-khien-4949734.html,Hyphen Deux công bố sản xuất chip vi điều khiển,Hyphen Deux công bố tape-out (đưa đi sản xuất) chip vi điều khiển HDx32U đánh dấu một cột mốc trong quá trình đóng góp vào hệ sinh thái bán dẫn Việt Nam.,VnExpress,"Thứ sáu, 10/10/2025, 19:00 (GMT+7)",Đổi mới sáng tạo,2621,N/A,N/A,2025-10-13 07:56:11
https://vnexpress.net/drone-van-chuyen-5-tan-hang-vao-vung-lu-4949388.html,Drone vận chuyển 5 tấn hàng vào vùng lũ,"Thái NguyênDrone của Viettel đưa khoảng 5 tấn hàng hóa đến vùng lũ trong hai ngày, trong đó có chuyến vận chuyển thuốc cho cháu bé 4 tháng tuổi.",VnExpress,"Thứ năm, 9/10/2025, 19:21 (GMT+7)",Đổi mới sáng tạo,2345,N/A,N/A,2025-10-13 07:56:13
https://vnexpress.net/uu-tien-chuyen-giao-cong-nghe-tao-dong-luc-phat-trien-dat-nuoc-4949348.html,Ưu tiên chuyển giao công nghệ tạo động lực phát triển đất nước,"Bộ trưởng Nguyễn Mạnh Hùng cho biết Luật Chuyển giao công nghệ sửa đổi sẽ ưu tiên, ưu đãi công nghệ mới và công nghệ động lực, coi đây là chìa khóa thúc đẩy phát triển đất nước.",VnExpress,"Thứ năm, 9/10/2025, 17:41 (GMT+7)",Chính trị,4429,N/A,N/A,2025-10-13 07:56:14
https://vnexpress.net/ban-do-giup-doanh-nghiep-cong-nghe-so-viet-nam-nhan-thuc-duoc-vi-the-4949467.html,'Bản đồ' giúp doanh nghiệp công nghệ số Việt Nam nhận thức được vị thế,"Bản đồ công nghệ số Việt Nam được xây dựng với hai trục Tầm nhìn và Thực thi, giúp doanh nghiệp tự định vị, và khách hàng, nhà đầu tư tra cứu, so sánh.",VnExpress,"Thứ năm, 9/10/2025, 22:58 (GMT+7)",Chuyển đổi số,3645,N/A,N/A,2025-10-13 07:56:16
https://vnexpress.net/muon-phat-trien-ai-phai-tao-ra-thi-truong-cho-ai-4949310.html,"'Muốn phát triển AI, phải tạo ra thị trường cho AI'","Việt Nam sẽ tăng chi tiêu công cho trí tuệ nhân tạo, biến thị trường trong nước thành bệ phóng cho doanh nghiệp AI, theo Cục trưởng Công nghiệp Công nghệ thông tin Nguyễn Khắc Lịch.",VnExpress,"Thứ năm, 9/10/2025, 16:12 (GMT+7)",AI,4887,N/A,N/A,2025-10-13 07:56:17
https://vnexpress.net/phan-ung-bat-ngo-cua-nha-khoa-hoc-khi-nhan-tin-doat-giai-nobel-4949212.html,Phản ứng bất ngờ của nhà khoa học khi nhận tin đoạt giải Nobel,Một số học giả ngỡ cuộc gọi báo tin đoạt giải từ Thụy Điển là cuộc gọi rác trong khi một nhà khoa học bỏ lỡ tin tức quan trọng vì mải đi du lịch cùng gia đình.,VnExpress,"Thứ năm, 9/10/2025, 14:01 (GMT+7)",N/A,5367,N/A,N/A,2025-10-13 07:56:19
https://vnexpress.net/hai-phong-co-the-tro-thanh-trung-tam-cong-nghe-hang-dau-cua-dong-nam-a-4949175.html,'Hải Phòng có thể trở thành trung tâm công nghệ hàng đầu của Đông Nam Á',"Hải PhòngThứ trưởng Khoa học và Công nghệ Hoàng Minh đánh giá Hải Phòng có đầy đủ tiềm lực để trở thành trung tâm khởi nghiệp sáng tạo của quốc gia và khu vực, thậm chí là 'hub công nghệ hàng đầu' của Đông Nam Á"".",VnExpress,"Thứ năm, 9/10/2025, 11:26 (GMT+7)",Đổi mới sáng tạo,3544,N/A,N/A,2025-10-13 07:56:20
https://vnexpress.net/apple-cai-tien-magsafe-sau-su-co-tray-xuoc-iphone-17-4949032.html,Apple cải tiến MagSafe sau sự cố trầy xước iPhone 17,"Các bộ sạc MagSafe tại Apple Store có thêm vòng silicon bên ngoài, được cho là để hạn chế tình trạng xước mặt sau trên các mẫu iPhone 17.",VnExpress,"Thứ năm, 9/10/2025, 08:42 (GMT+7)",Thiết bị,1227,N/A,N/A,2025-10-13 07:56:21
https://vnexpress.net/the-he-truoc-hy-sinh-de-mo-duong-the-he-hom-nay-phai-phung-su-de-toi-dich-4948846.html,"'Thế hệ trước hy sinh để mở đường, thế hệ hôm nay phải phụng sự để tới đích'","Theo Bộ trưởng Nguyễn Mạnh Hùng, thế hệ Việt Nam hôm nay cần khai phá tri thức, tạo ra công nghệ, thúc đẩy chuyển đổi số, góp phần đưa Việt Nam vươn lên trong kỷ nguyên số.",VnExpress,N/A,N/A,12741,N/A,N/A,2025-10-13 07:56:23
https://vnexpress.net/cach-amd-thanh-the-luc-trong-cuoc-chien-chip-ai-4948615.html,Cách AMD thành 'thế lực' trong cuộc chiến chip AI,Chiến lược chuyển hướng nhanh từ card đồ họa cho người dùng máy tính sang chip cho trung tâm dữ liệu và AI được đánh giá giúp AMD bứt phá.,VnExpress,"Thứ năm, 9/10/2025, 05:00 (GMT+7)",Chuyển đổi số,3821,N/A,N/A,2025-10-13 07:56:25
https://vnexpress.net/ben-trong-lo-phan-ung-hat-nhan-da-lat-4948494.html,Bên trong lò phản ứng hạt nhân Đà Lạt,"Lâm ĐồngLò phản ứng hạt nhân Đà Lạt, công suất 500 kWt, là nơi sản xuất thuốc phóng xạ cho y tế, công nghiệp và đào tạo nhân lực năng lượng nguyên tử.",VnExpress,"Thứ năm, 9/10/2025, 00:00 (GMT+7)",N/A,7169,N/A,N/A,2025-10-13 07:56:27
https://vnexpress.net/ai-can-neo-voi-gia-tri-con-nguoi-trong-trai-nghiem-khach-hang-4948837.html,'AI cần neo với giá trị con người trong trải nghiệm khách hàng',"Theo giới chuyên gia, dù AI được ứng dụng càng nhiều trong các dịch vụ trải nghiệm khách hàng (CX), doanh nghiệp vẫn phải ưu tiên yếu tố con người.",VnExpress,"Thứ năm, 9/10/2025, 11:34 (GMT+7)",AI,4396,N/A,N/A,2025-10-13 07:56:30
https://vnexpress.net/chien-luoc-mo-rong-gia-dung-thong-minh-cua-xiaomi-tai-viet-nam-4948797.html,Chiến lược mở rộng gia dụng thông minh của Xiaomi tại Việt Nam,Xiaomi bắt đầu mở rộng sang thiết bị gia dụng thông minh tại Việt Nam thông qua dòng sản phẩm Mijia và hệ thống cửa hàng chuyên biệt sau khi tạo tên tuổi ở mảng smartphone.,VnExpress,"Thứ năm, 9/10/2025, 14:00 (GMT+7)",Thiết bị,2871,N/A,N/A,2025-10-13 07:56:31
https://vnexpress.net/cong-cu-tang-hieu-suat-lam-viec-di-dong-tren-galaxy-tab-s11-series-4948904.html,Công cụ tăng hiệu suất làm việc di động trên Galaxy Tab S11 Series,"Galaxy Tab S11 Series kết hợp nền tảng AI, Samsung DeX và thiết kế mỏng nhẹ, hướng đến khả năng xử lý công việc chuyên nghiệp trong môi trường di động.",VnExpress,"Thứ năm, 9/10/2025, 11:00 (GMT+7)",Thiết bị,2937,N/A,N/A,2025-10-13 07:56:32
https://vnexpress.net/chu-nhan-nobel-hoa-hoc-tung-nhan-giai-thuong-vinfuture-4949094.html,Chủ nhân Nobel Hóa học từng nhận giải thưởng VinFuture,"Giáo sư Omar M. Yaghi nhận giải Đặc biệt VinFuture mùa đầu tiên năm 2021, trước khi cùng Susumu Kitagawa và Richard Robson nhận Nobel Hóa học 2025.",VnExpress,"Thứ năm, 9/10/2025, 09:30 (GMT+7)",Cửa sổ tri thức,2830,N/A,N/A,2025-10-13 07:56:34
https://vnexpress.net/daikin-nang-cap-cong-nghe-kiem-soat-do-am-dieu-hoa-4942173.html,N/A,N/A,VnExpress,"Thứ năm, 9/10/2025, 08:00 (GMT+7)",Thiết bị,3,N/A,N/A,2025-10-13 07:56:35
https://vnexpress.net/omar-m-yaghi-tu-nguoi-ti-nan-toi-chu-nhan-giai-nobel-2025-4949017.html,Omar M. Yaghi - từ người tị nạn tới chủ nhân giải Nobel 2025,"Tuổi thơ nghèo khó thôi thúc giáo sư Omar M. Yaghi theo đuổi nghiên cứu đột phá về khung kim loại - hữu cơ, mở ra tiềm năng giảm thiểu carbon, lưu trữ năng lượng sạch, thu thập nước sạch.",VnExpress,"Thứ tư, 8/10/2025, 22:42 (GMT+7)",N/A,4026,N/A,N/A,2025-10-13 07:56:36
https://vnexpress.net/ky-su-it-lap-ban-do-thong-tin-cuu-ho-vung-bao-lu-4948979.html,Kỹ sư IT lập bản đồ thông tin cứu hộ vùng bão lũ,"Hai kỹ sư trẻ phát triển bản đồ cứu hộ theo thời gian thực, giúp người dân ở tìm kiếm sự trợ giúp nhanh hơn trong bão lũ.",VnExpress,"Thứ tư, 8/10/2025, 18:51 (GMT+7)",Chuyển đổi số,3525,N/A,N/A,2025-10-13 07:56:38
https://vnexpress.net/drone-ai-danh-bai-nha-vo-dich-the-gioi-tren-duong-dua-4874539.html,Drone AI đánh bại nhà vô địch thế giới trên đường đua,"Hà LanLần đầu tiên một drone (máy bay không người lái) đánh bại phi công trong cuộc đua drone quốc tế, đánh dấu cột mốc mới trong phát triển của trí tuệ nhân tạo.",VnExpress,"Thứ tư, 16/4/2025, 19:00 (GMT+7)",N/A,3918,N/A,N/A,2025-10-13 07:56:43
https://vnexpress.net/31-ho-so-vao-chung-ket-sang-kien-khoa-hoc-2025-4874645.html,31 hồ sơ vào chung kết Sáng kiến Khoa học 2025,"31 giải pháp, sản phẩm được sàng lọc bởi Ban giám khảo và bình chọn của độc giả từ vòng loại, bước vào chung kết cuộc thi Sáng kiến Khoa học 2025",VnExpress,"Thứ tư, 16/4/2025, 16:11 (GMT+7)",N/A,5772,N/A,N/A,2025-10-13 07:56:45
https://vnexpress.net/dan-voi-tao-vong-tron-bao-ve-con-trong-dong-dat-5-2-do-4874527.html,"Đàn voi tạo vòng tròn bảo vệ con trong động đất 5,2 độ","Những con voi lớn ở vườn thú San Diego vội vã tạo thành vòng tròn bao quanh hai con non khi động đất 5,2 độ xảy ra ở khu vực Julian tại Nam California.",VnExpress,"Thứ tư, 16/4/2025, 12:06 (GMT+7)",Thế giới tự nhiên,2452,N/A,N/A,2025-10-13 07:56:47
https://vnexpress.net/trung-quoc-tich-hop-ai-vao-van-hanh-cang-tu-dong-4874528.html,Trung Quốc tích hợp AI vào vận hành cảng tự động,Các cảng biển lớn dọc bờ biển Trung Quốc đang đẩy mạnh tích hợp AI và công nghệ tự động giúp tăng cường hiệu suất xử lý và tốc độ bốc dỡ hàng hóa.,VnExpress,"Thứ tư, 16/4/2025, 10:42 (GMT+7)",N/A,2836,N/A,N/A,2025-10-13 07:56:49
https://vnexpress.net/ky-nguyen-vang-trong-tham-hiem-khong-gian-cua-nasa-4874427.html,'Kỷ nguyên vàng' trong thám hiểm không gian của NASA,"Hàng chục năm trước, NASA đã gặt hái nhiều thành tựu, từ những chuyến đi bộ không gian mạo hiểm đến cuộc đổ bộ Mặt Trăng mang tính lịch sử.",VnExpress,"Thứ tư, 16/4/2025, 00:00 (GMT+7)",Vũ trụ,9738,N/A,N/A,2025-10-13 07:56:51
https://vnexpress.net/bi-kip-sinh-ton-trong-thoi-dai-ai-4874384.html,'Bí kíp sinh tồn trong thời đại AI',"Nhà xuất bản Thông tin và Truyền thông phát hành hai cuốn sách cung cấp kiến thức nền tảng và kinh nghiệm thực tiễn trong ứng dụng AI, trong đó giới thiệu về ""Bí kíp sinh tồn trong thời đại AI"".",VnExpress,"Thứ tư, 16/4/2025, 11:22 (GMT+7)",N/A,2327,N/A,N/A,2025-10-13 07:56:53
https://vnexpress.net/my-keu-goi-nguoi-dan-diet-ca-loc-xam-hai-4874052.html,Mỹ kêu gọi người dân diệt cá lóc xâm hại,Nhà chức trách cơ quan động vật hoang dã Mỹ đang tìm cách kiểm soát cá lóc xâm hại ở bang Missouri và nhiều bang khác.,VnExpress,"Thứ ba, 15/4/2025, 19:28 (GMT+7)",Thế giới tự nhiên,2398,N/A,N/A,2025-10-13 07:56:56
https://vnexpress.net/robot-nguoi-nhan-tao-cu-dong-1-000-co-bap-4874053.html,Robot 'người nhân tạo' cử động 1.000 cơ bắp,"Không giống những robot hình người khác, Protoclone bắt chước bộ xương, cơ bắp, mạch máu và hệ thần kinh của con người bằng những bộ phận nhân tạo.",VnExpress,"Thứ ba, 15/4/2025, 15:38 (GMT+7)",N/A,2459,N/A,N/A,2025-10-13 07:56:58
https://vnexpress.net/trung-quoc-sap-hoan-thanh-cay-cau-cao-nhat-the-gioi-4874060.html,Trung Quốc sắp hoàn thành cây cầu cao nhất thế giới,"Cầu hẻm núi Hoa Giang được xây ở độ cao 625 m phía trên sông Bắc Bàn, sẽ rút ngắn thời gian qua núi từ một giờ xuống vài phút.",VnExpress,"Thứ ba, 15/4/2025, 14:26 (GMT+7)",N/A,2647,N/A,N/A,2025-10-13 07:57:00
https://vnexpress.net/bo-truong-nguyen-manh-hung-chap-nhan-rui-ro-de-thuc-day-dot-pha-trong-nghien-cuu-4874107.html,Bộ trưởng Nguyễn Mạnh Hùng: 'Chấp nhận rủi ro để thúc đẩy đột phá trong nghiên cứu',Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng nhấn mạnh tự chủ và chấp nhận rủi ro là chìa khóa tạo đột phá trong nghiên cứu khoa học.,VnExpress,"Thứ ba, 15/4/2025, 11:25 (GMT+7)",Kỷ nguyên mới,3384,N/A,N/A,2025-10-13 07:57:01
https://vnexpress.net/phi-hanh-gia-goc-viet-noi-xin-chao-viet-nam-ngoai-khong-gian-4874127.html,Phi hành gia gốc Việt nói 'Xin chào Việt Nam' ngoài không gian,"Amanda Nguyễn, người Mỹ gốc Việt, mang theo 169 hạt sen bay lên không gian, ngắm nhìn Trái Đất và nói ""Xin chào Việt Nam"", hôm 14/4.",VnExpress,"Thứ ba, 15/4/2025, 10:58 (GMT+7)",Vũ trụ,2619,N/A,N/A,2025-10-13 07:57:04
https://vnexpress.net/may-bay-trinh-sat-nhanh-nhat-moi-thoi-dai-4873560.html,Máy bay trinh sát nhanh nhất mọi thời đại,"Lockheed SR-71 là máy bay trinh sát siêu thanh của Mỹ được vận hành hơn 30 năm và thực hiện lần cuối trong sứ mệnh của NASA năm 1999, được mệnh danh là 'Hắc điểu'.",VnExpress,"Thứ ba, 15/4/2025, 09:19 (GMT+7)",N/A,17,N/A,N/A,2025-10-13 07:57:06
https://vnexpress.net/anh-ai-danh-lua-con-nguoi-nhu-the-nao-4873693.html,Ảnh AI đánh lừa con người như thế nào?,Con người thường gặp khó khăn trong việc phân biệt giữa ảnh thật và ảnh AI tạo ra do có xu hướng bỏ sót những chi tiết nhỏ khi lướt mạng.,VnExpress,"Thứ ba, 15/4/2025, 00:00 (GMT+7)",N/A,4460,N/A,N/A,2025-10-13 07:57:09
https://vnexpress.net/phi-hanh-doan-toan-nu-dau-tien-bay-vao-khong-gian-thanh-cong-4873953.html,Phi hành đoàn toàn nữ đầu tiên bay vào không gian thành công,MỹTổ hợp tàu - tên lửa có thể tái sử dụng New Shepard của tỷ phú Jeff Bezos đưa 6 phi hành gia hạ cánh an toàn khoảng 10 phút sau khi phóng từ Tây Texas lúc 8h30 ngày 14/4 (20h30 giờ Hà Nội).,VnExpress,"Thứ hai, 14/4/2025, 20:36 (GMT+7)",Vũ trụ,4539,N/A,N/A,2025-10-13 07:57:11
